sentiment	productId	userId	summary	text	helpfulY	helpfulN
		AOP4KC76I40EE	Horrible.  The worst k-cup I've had by far.	"I've probably tried 40+ (maybe more than that) k-cup varieties thus far and this is the only one that is just plain horrible.  The powder rarely comes out correctly (and the fact that you are talking about a powered cider should stop you right there), it has a far too-sweet taste, and well, frankly, it just tastes bad.  My wife and I found the Green Mountain naturals Cider cups on clearance locally (we liked them so much we went back and bought like 16-18 boxes), but I have problems with sugar so I thought I would try this.  Bad idea.  It is borderline undrinkable.  It is, however, better cold than hot, but that's not saying much.  Low price, low quality.  Even the physically cup itself isn't made as well as the ""real"" k-cups.  It is made to fit in a Keurig brewer.  It is not a true k-cup.  Note that the title says ""for Keurig K-Cup Brewers"".  It is worded that way for a reason.  Avoid like the plague.  If you can handle sugar, check out the Green Mountain version.  If you can't, well, I've not found a better choice either.  In fairness, apparently everything this company makes isn't horrible.  My wife loves their Peppermint Hot chocolate.  Neither one of us can stand this crap however."	1	0
		A115CZFOBU5PQL	over priced	i bought this same exact product today for $2.50 at our local asian market. Youd have to be desperate or just plain stupid to buy these.	0	9
		A2D0CFXJ52R80L	Good Oil, Good Service, Good Price	This is very good oil - and the price is right.  Delivery was good too.  Highly recommended.	8	5
		A30IP3E4MDQ36	Great training aid or as a reward.	- UPDATE - 10/28/2011<br />It's been several weeks of using it and there is still a ton of licking left, definitely getting my moneys worth out of this treat.<br />Another thing that has been nice is the ability to keep this in my pocket without making a mess. So going for a walk with it has been nice (and a great way to keep his attention when there are other not well behaved dogs around).<br />- UPDATE -<br /><br />Well the puppy dog has spoken... he loves Lickety Stik!<br /><br />When we first presented it to him he was a bit unsure and tried to bite the stick which was kind of cute but he quickly realized he had to lick it.<br />Now every time the Lickety Stik comes out as a reward or to teach him something, he just can't wait to lick the bejesus out of it.<br /><br />Not only does the dog love it and responds really well to it, it's made in the USA!<br /><br />This is a very unique, clean, easy to use, easy to carry, and fun treat for your dog. I would highly recommend this to most anyone. Way to go PetSafe!	7	0
		A2DJ46DCJ6S95C	misleading size	The description says 25 oz.  That is the WEIGHT.  It contains just 18 fluid oz.  Buyer beware.	3	3
		A3FBX8WCKKGLUL	Yikes, what a rip-off	Twelve six-ounce packages equals 72 ounces, or 4.5 lbs. At $99, that's about $22 per pound.<br /><br />I love pork roll as much as the next guy, but I wouldn't pay $22 a pound for a Wagyu standing rib roast, let alone pork scraps and spices.<br /><br />For comparison, I can get a 6-lb roll at my local butcher shop for 17.99. Maybe I should start selling it online, lol.	6	2
		A2TNE19R8KK46W	"""Unique"" not Ramen"	The noodles are a fine hair like bean noodle which I do not prefer. The soup smells great while it steeps but has a almost fishy flavor. The mushroom season package is full of mushroom variety as promised. This maybe more authenic Chinese noodle soup.	1	0
		A1I36FXYMGQX40	Good tea	Just what I was looking for. A black tea that had a hint of peach and caffeine!  Just enough flavor to give a hint but not overwhelm.  I will buy again.	0	0
		A1JQTI130I32NB	Sodamix syrup	I ordered multiple bottles and at least 2 of them had leaked or spilled. There was evidence on the tape around the bottle neck of leaking product and the bottles were received less than full.<br />Makes me hesitant to order in this way again.	1	1
		A1051DBTLWP5A2	Used to be the only way I could get veggies down my baby!	"Before trying these pouches, I would attempt to hide veggies in my daughter's baby cereal and fruit puree.  I could put the tiniest bit in her bowl and she would always detect it.  I'm sure she would have survived without veggies, but it still bothered me that she wasn't eating any.  (It's a mom thing I guess!)  I saw these in the store and thought that the combinations of fruits and veggies in these looked ""interesting.""  I picked up a few, not really expecting my little one to like them.  However, she really liked them - a lot.  Maybe it has something to do with the fact that they come in a pouch that she can feed to herself.<br /><br />Not only were these great to give her as an infant, she still enjoys these as a toddler.  These are great to take with on outings - when it's otherwise difficult to give her produce.  She can eat these without making a mess and we don't have to worry about spoilage.  So far, she has liked all of the flavors.  I like the fact that these aren't stored in plastic or in jars with BPA.  I wish that these would have been available years ago.  :)"	0	0
		A2L4CXG23Z4U3U	Best flavor and best price of any Blue Diamond almonds!	The flavor of these is just amazing. They are really addicting. They are slightly spicy, but they shouldn't be too spicy for anyone's palette. My 6 year old son really enjoys these, too. My suggestion is to open the 1 pound bag and pour a serving or two into separate containers for snacking. If you eat directly from the 1 pound bag, you are likely to eat the entire thing in one sitting because they are so addicting. I've also tried the Jalepeno Smokehouse and the Salt & Vinegar flavors from Blue Diamond. The Jalepeno Smokehouse are actually a little spicier than the Habanero BBQ if you're wondering. Compare the price per ounce on these and you will see they are the most affordable.	0	0
		AFUFKKRO9NH07	Scrumptious!	These delightful little cans are perfect. They are delicious, low in calories, don't taste grossly sweet and are loaded with caffeine.	0	0
		A2KST54R90UGLC	later arrival	The gum was fine when it got here but when I pay to have something arrive quickly.  I expect it to be here on that date and not 2 days later.	0	0
		A1I6U5AQAT3ZG9	in 4 weeks my stylist noticed the difference in health	I am 50 year old and still have the same thick curly hair I did when I was 13.  I have been looking for the right mix of care products. Just last month I switched to three products:<br /><br />CLEAR SCALP & HAIR BEAUTY Ultra Shea Cleanse & Nourish Shampoo<br /><br />CLEAR SCALP & HAIR BEAUTY Ultra Shea Smooth & Nourish Conditioner,<br /><br />CLEAR SCALP & HAIR BEAUTY THERAPY Ultra Shea Nourishing Scalp & Hair Oil,<br /><br />My hair is dryer now that I am older and the shampoo really does the trick of cleaning without destroying my hair, it cleanses completely to remove product build-up. The conditioner allows me to much more easily run a brush through my hair. Without flattening my hair it reduces the dryness that flat ironing can do and reduces breakage.  It really does lock in moisture and provide long lasting nourishment.  The Therapy works best on wet hair, it gives deep, non-greasy nourishment to my hair and lends a healthy looking shine.  I can wash, condition and therapy my hair Monday. Tuesday I can wet my hair put the therapy in and it looks brand new.<br /><br />The real test was going to my salon and my stylist of 8 years noticed the difference in softness. I love the blend of shea, vitamin E, sunflower, coconut, almond, soybean, argan, and palm. It really works for me. I did find the right foundation for strong, beautiful hair.<br /><br />KEEPER!	1	0
